sector,yahoo_sector_key,rank,ticker,etf_name,source_url,retrieved_at_utc,screen_language,screen_region,screen_quote_type,screen_type_disp,screen_quote_source_name,screen_triggerable,screen_custom_price_alert_confidence,screen_yield_ttm,screen_pe_ttm,screen_annual_return_nav_y3,screen_annual_return_nav_y5,screen_bid,screen_ask,screen_net_expense_ratio,screen_exchange,screen_fifty_two_week_high,screen_fifty_two_week_low,screen_dividend_yield,screen_currency,screen_short_name,screen_esg_populated,screen_tradeable,screen_crypto_tradeable,screen_has_pre_post_market_data,screen_first_trade_date_milliseconds,screen_price_hint,screen_pre_market_change,screen_pre_market_change_percent,screen_pre_market_time,screen_pre_market_price,screen_regular_market_change,screen_fullday_change,screen_fullday_change_percent,screen_fullday_price,screen_regular_market_time,screen_regular_market_price,screen_regular_market_day_high,screen_regular_market_day_range,screen_regular_market_day_low,screen_regular_market_volume,screen_regular_market_previous_close,screen_bid_size,screen_ask_size,screen_market,screen_message_board_id,screen_full_exchange_name,screen_long_name,screen_regular_market_open,screen_average_daily_volume3_month,screen_average_daily_volume10_day,screen_corporate_actions,screen_regular_market_change_percent,screen_fifty_two_week_low_change,screen_fifty_two_week_low_change_percent,screen_fifty_two_week_range,screen_fifty_two_week_high_change,screen_fifty_two_week_high_change_percent,screen_fifty_two_week_change_percent,screen_dividend_date,screen_trailing_annual_dividend_rate,screen_trailing_pe,screen_trailing_annual_dividend_yield,screen_ytd_return,screen_trailing_three_month_returns,screen_trailing_three_month_nav_returns,screen_net_assets,screen_market_state,screen_eps_trailing_twelve_months,screen_fifty_day_average,screen_fifty_day_average_change,screen_fifty_day_average_change_percent,screen_two_hundred_day_average,screen_two_hundred_day_average_change,screen_two_hundred_day_average_change_percent,screen_source_interval,screen_exchange_data_delayed_by,screen_exchange_timezone_name,screen_exchange_timezone_short_name,screen_gmt_off_set_milliseconds,screen_symbol,screen_financial_currency,screen_shares_outstanding,screen_book_value,screen_price_to_book,screen_earnings_timestamp_start,screen_earnings_timestamp_end,screen_eps_forward,screen_forward_pe,screen_ipo_expected_date,screen_display_name,screen_earnings_call_timestamp_start,screen_earnings_call_timestamp_end,screen_is_earnings_date_estimate,screen_prev_name,screen_name_change_date
Energy,energy,98,NRGD,MicroSectors U.S. Big Oil -3x Inverse Leveraged ETNs,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.0,20.292208,,,0.0,0.0,0.35,PCX,96.225,13.8,0.0,USD,MicroSectors U.S. Big Oil -3 In,False,False,False,True,1740061800000,2,-0.42000008,-2.7237358,1788177430.0,15.0,-0.17,-0.17,-1.09044,15.0,1787947191,15.42,15.57,15.38 - 15.57,15.38,11309,15.59,100.0,1100.0,us_market,finmb_1932060441,NYSEArca,MicroSectors U.S. Big Oil -3x Inverse Leveraged ETNs,15.41,30382,29740,[],-1.09044,1.6199999,0.117391296,13.8 - 96.225,-80.805,-0.8397506,-80.230774,,0.0,16.486082,0.0,-76.03658,-26.16663,-26.16663,19754348.0,PRE,0.9353344,22.1774,-6.7574005,-0.3046976,41.167503,-25.747503,-0.6254327,15,0,America/New_York,EDT,-14400000,NRGD,,,,,1756125000.0,1756470600.0,,,,,1748433600.0,1748433600.0,False,,
Energy,energy,99,OILT,Texas Capital Texas Oil Index ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.55,15.19295,,,0.0,0.0,0.35,PCX,34.32,21.45,2.55,USD,Texas Capital Texas Oil Index E,False,False,False,True,1703169000000,2,,,,,-0.153299,-0.153299,-0.481932,,1787944407,31.656,31.945,31.656 - 31.945,31.656,2896,31.8093,100.0,300.0,us_market,finmb_1858272425,NYSEArca,Texas Capital Texas Oil Index ETF,31.945,3361,8180,[],-0.481932,10.205999,0.47580415,21.45 - 34.32,-2.6639996,-0.07762237,30.009449,,0.0,15.773959,0.0,34.34027,-4.70013,-4.70013,13568779.0,PRE,2.006852,29.52812,2.12788,0.072062835,28.077265,3.5787354,0.12746026,15,0,America/New_York,EDT,-14400000,OILT,,,,,,,,,,,,,,,
Energy,energy,100,WTID,MicroSectors Energy -3X Inverse Leveraged ETN,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.0,18.625442,,,0.0,3.1,0.95,PCX,14.07,2.71,0.0,USD,MicroSectors Energy 3X Inverse ,False,False,False,True,1676471400000,4,-0.16499996,-5.527637,1788178002.0,2.82,-0.0625999,-0.16499996,-5.527637,2.82,1787947190,2.98,3.05,2.98 - 3.05,2.98,42346,3.0426,3000.0,100.0,us_market,finmb_1827650432,NYSEArca,MicroSectors Energy -3X Inverse Leveraged ETN,3.02,90285,69330,[],-2.05745,0.26999998,0.09963099,2.71 - 14.07,-11.09,-0.78820187,-74.61454,,0.0,15.332547,0.0,-68.71997,-17.00114,-17.00114,10887648.0,PRE,0.1943578,4.17714,-1.1971402,-0.28659326,6.50637,-3.52637,-0.5419873,15,0,America/New_York,EDT,-14400000,WTID,CAD,,101.0,0.029504951,1756125000.0,1756470600.0,,,,,1748433600.0,1748433600.0,False,,
Energy,energy,101,UJB,ProShares Ultra High Yield,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,17.63915,6.39007,78.59,0.0,0.95,PCX,80.09,74.76,3.21,USD,ProShares Ultra High Yield ETF,False,False,False,True,1302787800000,2,,,,,-0.290497,-0.290497,-0.366825,,1787840866,78.9018,78.9018,78.9018 - 78.9018,78.9018,16,79.1923,100.0,200.0,us_market,finmb_129840835,NYSEArca,ProShares Ultra High Yield,79.38,16177,5490,[],-0.366825,4.1418,0.05540128,74.76 - 80.09,-1.1881943,-0.014835739,1.4660478,,0.0,,0.0,0.48004,-0.45411,-0.45411,10131368.0,PRE,,78.5778,0.32400513,0.0041233674,78.60155,0.30025482,0.0038199606,15,0,America/New_York,EDT,-14400000,UJB,,,,,,,,,,,,,,,
Energy,energy,102,XOMX,Direxion Daily XOM Bull 2X Shares,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,1.7,26.17801,,,31.44,54.1,1.07,NGM,60.28,24.71,1.7,USD,Direxion Daily XOM Bull 2X ETF,False,False,False,True,1745415000000,2,1.75,3.8716815,1788178584.0,46.95,0.06780243,0.10000229,0.22173457,46.95,1787947200,45.1678,45.25,44.42 - 45.25,44.42,31021,45.1,2.0,2.0,us_market,finmb_1930773372,NasdaqGM,Direxion Daily XOM Bull 2X Shares,45.25,22725,19380,[],0.150338,20.457802,0.8279159,24.71 - 60.28,-15.112198,-0.25070003,65.22057,,0.0,26.667942,0.0,54.44499,-1.65435,-1.65435,9976202.0,PRE,1.6937115,41.93306,3.2347412,0.0771406,40.094994,5.0728073,0.12651972,15,0,America/New_York,EDT,-14400000,XOMX,,,,,,,,,2025-04-23,,,,,,
Energy,energy,103,USNG,Amplify Samsung U.S. Natural Gas Infrastructure ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.96,24.563989,,,0.0,0.0,0.59,PCX,37.6,26.1,0.96,USD,Amplify Samsung U.S. Natural Ga,False,False,False,True,1747747800000,2,,,,,-0.389698,-0.389698,-1.12744,,1787946606,34.1753,34.69,34.1753 - 34.69,34.1753,2366,34.565,3400.0,300.0,us_market,finmb_1934423669,NYSEArca,Amplify Samsung U.S. Natural Gas Infrastructure ETF,34.54,4979,4350,[],-1.12744,8.0753,0.30939847,26.1 - 37.6,-3.4246979,-0.091082394,28.607988,,0.0,24.526026,0.0,25.31506,-6.40825,-6.40825,9226265.0,PRE,1.39343,35.20958,-1.0342789,-0.02937493,32.778576,1.3967247,0.042610902,15,0,America/New_York,EDT,-14400000,USNG,,,,,,,,,,,,,,,
Energy,energy,104,THRV,Prospera Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,17.12,31.2,1.8,NGM,26.64,23.39,,USD,Prospera Income ETF,False,False,False,True,1759239000000,2,,,,,0.016498566,0.0,0.0,,1787947200,23.9665,23.9665,23.9665 - 23.9665,23.9665,101,23.95,2.0,2.0,us_market,finmb_1951567424,NasdaqGM,Prospera Income ETF,23.9665,3574,1700,[],0.06888754,0.57649994,0.024647282,23.39 - 26.64,-2.6735,-0.10035661,-4.120493,,0.0,18.065338,0.0,1.68228,-0.02825,-0.02825,8993076.0,PRE,1.3266566,24.13966,-0.17316055,-0.0071732807,24.5308,-0.56430054,-0.023003757,15,0,America/New_York,EDT,-14400000,THRV,,,,,,,,,2025-09-30,Thryv,,,,,
Energy,energy,105,GBHI,Gabelli High Income ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,,,,0.0,40.26,,PCX,25.65,24.782,,USD,Gabelli High Income ETF,False,False,False,True,1763389800000,2,,,,,-0.0450001,-0.0450001,-0.177375,,1787761956,25.325,25.325,25.325 - 25.325,25.325,111,25.37,500.0,100.0,us_market,finmb_1955318005,NYSEArca,Gabelli High Income ETF,25.38,144,130,[],-0.177375,0.5430012,0.021911113,24.782 - 25.65,-0.32499886,-0.012670521,1.0574579,,0.0,,0.0,,,,,PRE,,25.23966,0.0853405,0.0033812064,25.327326,-0.002325058,-9.180037e-05,15,0,America/New_York,EDT,-14400000,GBHI,,,,,,,,,,,,,,,
Energy,energy,106,NVIR,Horizon Kinetics Energy Remediation ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.76,25.227043,,,0.0,0.0,0.85,PCX,41.31,30.683,0.76,USD,Horizon Kinetics Energy and Rem,False,False,False,True,1677076200000,2,,,,,-0.3895,-0.3895,-0.965076,,1787843092,39.97,39.97,39.97 - 39.97,39.97,11,40.3595,200.0,300.0,us_market,finmb_1815205113,NYSEArca,Horizon Kinetics Energy Remediation ETF,39.845,484,710,[],-0.965076,9.287001,0.30267575,30.683 - 41.31,-1.3400002,-0.032437667,27.589619,,0.0,25.743067,0.0,20.36452,-4.12479,-4.12479,5882159.0,PRE,1.5526512,39.12516,0.844841,0.021593291,37.621914,2.3480873,0.062412754,15,0,America/New_York,EDT,-14400000,NVIR,,,,,,,,,,,,,,,
Energy,energy,107,UX,Roundhill Uranium ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,0.0,31.59,0.77,BTS,38.72,25.84,1.59,USD,Roundhill Uranium ETF,False,False,False,True,1738161000000,2,,,,,-0.904499,-0.904499,-2.90405,,1787946818,30.2416,30.37,30.14 - 30.37,30.14,3085,31.1461,200.0,200.0,us_market,finmb_1911607956,Cboe US,Roundhill Uranium ETF,30.14,4563,2850,[],-2.90405,4.4016,0.17034055,25.84 - 38.72,-8.478401,-0.21896696,5.145681,,0.0,,0.0,-7.70283,-12.90837,-12.90837,4945339.0,PRE,,28.42752,1.8140793,0.06381419,29.799234,0.44236565,0.0148448665,15,0,America/New_York,EDT,-14400000,UX,,,,,,,,,,,,,,,
Energy,energy,108,TEXX,Horizon Kinetics Texas ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,21.22,37.65,0.85,NGM,31.13,25.35,,USD,Horizon Kinetics Texas ETF,False,False,False,True,1769092200000,2,,,,,-0.19530106,-0.19000053,-0.6209168,,1787947200,30.4047,30.42,30.4047 - 30.42,30.4047,1683,30.6,2.0,2.0,us_market,finmb_1970184968,NasdaqGM,Horizon Kinetics Texas ETF,30.41,857,1040,[],-0.6382388,5.054699,0.1993964,25.35 - 31.13,-0.72529984,-0.023299064,19.09052,,0.0,26.9743,0.0,,1.9626,1.9626,2960785.0,PRE,1.1271728,29.3693,1.0353985,0.03525445,28.395243,2.0094566,0.07076737,15,0,America/New_York,EDT,-14400000,TEXX,,,,,,,,,2026-01-22,,,,,,
Energy,energy,109,TEXU,Direxion Daily Energy Top 5 Bull 2X ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,EQUITY,Equity,Delayed Quote,False,LOW,,,,,17.25,68.21,,PCX,47.18,22.487,,USD,Direxion Daily Energy Top 5 Bul,False,False,False,True,1759411800000,2,0.59749985,1.3926923,1788177612.0,43.5,0.816002,0.7901001,1.8499227,43.5,1787942457,42.9025,42.9025,42.27 - 42.9025,42.27,5621,42.0865,3300.0,3400.0,us_market,finmb_1944168556,NYSEArca,Direxion Daily Energy Top 5 Bull 2X ETF,42.27,2144,2480,[],1.93887,20.4155,0.9078801,22.487 - 47.18,-4.2775,-0.09066342,74.23246,,0.0,26.169577,0.0,,,,,PRE,1.6394037,37.29572,5.606781,0.15033309,34.514904,8.387596,0.24301374,15,0,America/New_York,EDT,-14400000,TEXU,,,,,,,,,,,,,,,
Energy,energy,110,BPH,BP p.l.c. ADRhedged,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,0.58,36.630037,,,0.0,102.56,0.19,PCX,74.81,51.295,0.58,USD,BP plc,False,False,False,True,1736260200000,2,0.42570496,0.64771324,1788177595.0,66.15,-0.204704,0.42570496,0.64771324,66.15,1787946944,65.7243,65.7243,65.26 - 65.7243,65.26,4133,65.929,400.0,900.0,us_market,finmb_1889426364,NYSEArca,BP p.l.c. ADRhedged,65.37,652,1110,[],-0.310492,14.429298,0.2813003,51.295 - 74.81,-9.085701,-0.12145036,19.162357,,0.0,34.483013,0.0,35.16987,26.56332,26.56332,2103350.0,PRE,1.9059905,64.68162,1.0426788,0.016120173,63.248196,2.476101,0.039148957,15,0,America/New_York,EDT,-14400000,BPH,,,,,,,,,,,,,,,
Energy,energy,111,GXPE,Global X Purecap MSCI Energy ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,2.07,21.222411,,,0.0,56.94,0.15,PCX,37.7,25.18,2.07,USD,Global X PureCap MSCI Energy ET,False,False,False,True,1753277400000,2,,,,,0.188599,0.188599,0.519544,,1787946808,36.4894,36.4894,36.4894 - 36.4894,36.4894,253,36.3008,100.0,100.0,us_market,finmb_1942486169,NYSEArca,Global X Purecap MSCI Energy ETF,36.4,719,1220,[],0.519544,11.309399,0.44914213,25.18 - 37.7,-1.2106018,-0.032111455,37.855602,,0.0,22.265469,0.0,34.47825,0.86831,0.86831,1391092.0,PRE,1.6388336,33.98346,2.5059395,0.073739976,31.867155,4.622244,0.14504728,15,0,America/New_York,EDT,-14400000,GXPE,,,,,,,,,,,,,,,
Energy,energy,112,WR,Corgi U.S. War Machine ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,0.0,42.57,0.35,BTS,28.11,23.85,,USD,Corgi U.S. War Machine ETF,False,False,False,True,1778074200000,2,,,,,-0.0136986,-0.0136986,-0.0501814,,1787924919,27.2844,27.36,27.2844 - 27.36,27.2844,463,27.2981,300.0,300.0,us_market,finmb_1992790954,Cboe US,Corgi U.S. War Machine ETF,27.3,2695,550,[],-0.0501814,3.4344006,0.14400002,23.85 - 28.11,-0.8255997,-0.02937032,9.032774,,0.0,24.899885,0.0,,,,1291869.0,PRE,1.0957642,25.7684,1.5160007,0.058831777,25.62475,1.6596508,0.064767495,15,0,America/New_York,EDT,-14400000,WR,,,,,,,2.74,9.95781,,,,,,,
Energy,energy,113,ONG,Leverage Shares 2X Long ON Daily ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.62,19.131432944327532,,,4.21,4.23,0.75,BTS,18.42,4.05,,USD,Leverage Shares 2X Long ON Dail,False,False,False,True,1780407000000,4,0.029999733,0.71598405,1788178124.0,4.22,-0.2502,0.029999733,0.71598405,4.22,1787946770,4.1898,4.38,4.16 - 4.38,4.16,14670,4.44,4200.0,4600.0,us_market,finmb_1996252125,Cboe US,Leverage Shares 2X Long ON Daily ETF,4.41,48012,23550,[],-5.63514,0.1397996,0.034518417,4.05 - 18.42,-14.2302,-0.7725407,-75.19242,,0.0,2.8084621,0.0,,,,948891.0,PRE,1.4918485,6.7554,-2.5656004,-0.37978512,8.293064,-4.1032643,-0.49478266,15,0,America/New_York,EDT,-14400000,ONG,,,,,,,,,,,,,,,
Energy,energy,114,DVXE,WEBs Energy XLE Defined Volatility ETF  ,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,0.0,20.100503,,,37.9,38.3,0.89,NGM,46.13,24.8533,0.0,USD,WEBs Energy XLE Defined Volatil,False,False,False,True,1753191000000,2,,,,,0.11829758,0.118298,0.280481,,1787774400,42.295,42.68,41.95 - 42.68,41.95,1232,42.1767,5.0,5.0,us_market,finmb_1930968496,NasdaqGM,WEBs Energy XLE Defined Volatility ETF  ,42.68,395,615,"[{""header"":""Delisting"",""message"":""DVXE was delisted effective Aug. 27, 2026"",""meta"":{""eventType"":""DELISTING"",""dateEpochMs"":1787803200000}}]",0.2804809,17.441698,0.701786,24.8533 - 46.13,-3.835003,-0.08313468,52.344692,,0.0,21.114202,0.0,50.76234,1.36243,1.36243,603965.0,PRE,2.003154,38.71622,3.5787773,0.09243612,35.057987,7.237011,0.20642973,15,0,America/New_York,EDT,-14400000,DVXE,,,,,,,,,2025-07-23,WEBs Energy XLE Defined Volatility ETF,,,,,
Energy,energy,115,TRUN,Vaneck Energy TruSector ETF,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Nasdaq Real Time Price,False,LOW,,,,,,,0.16,NGM,30.41,25.62,,USD,VanEck Energy TruSector ETF,False,False,False,True,1783517400000,2,,,,,0.19290161,0.0,0.0,,1787947200,29.4029,29.4029,29.4029 - 29.4029,29.4029,25,29.21,,,us_market,finmb_1986320037,NasdaqGM,Vaneck Energy TruSector ETF,29.39,392,640,[],0.6603958,3.7828999,0.14765416,25.62 - 30.41,-1.0070992,-0.03311737,12.990009,,,21.705765,,,,,280416.0,PRE,1.3546125,28.017368,1.3855324,0.049452625,28.017368,1.3855324,0.049452625,15,0,America/New_York,EDT,-14400000,TRUN,,,,,,,,,2026-07-08,,,,,,
Energy,energy,116,HSBH,HSBC Holdings PLC ADRhedged,https://finance.yahoo.com/research-hub/screener/sec-ind_sec-top-etfs_energy/,2026-08-31T12:23:26+00:00,en-US,US,ETF,ETF,Delayed Quote,False,LOW,,,,,0.0,176.57,,PCX,118.3,70.36,,USD,HSBC Holdings plc,False,False,False,True,1743687000000,2,,,,,1.1933,1.1933,1.06584,,1787926162,113.152,113.28,112.55 - 113.28,112.55,6885,111.959,700.0,500.0,us_market,finmb_1889491751,NYSEArca,HSBC Holdings PLC ADRhedged,112.6812,7447,6570,[],1.06584,42.792,0.6081865,70.36 - 118.3,-5.1480026,-0.043516506,59.77633,,0.0,30.28188,0.0,,,,,PRE,3.736624,111.07528,2.0767212,0.01869652,98.03697,15.115028,0.15417682,15,0,America/New_York,EDT,-14400000,HSBH,,,,,,,,,,,,,,,
